incident_id,door_id,timestamp,days_to_next_failure,door_type,usage_scenario,installation_environment,motor_temp_mean,motor_temp_max,motor_torque_mean,motor_torque_max,emergency_stops_count,photocell_blocks_count,maintenance_type,number_of_past_failures
INC-I-IN-000243-647,I-IN-000243,2025-01-01 16:52:55,1.4851967592592592,ROLLfast Industrial 300,intensive,High Speed Door,46.98942498347654,61,18.99280237937872,26.38,0,0,Inspection,3
INC-I-IN-000243-2402,I-IN-000243,2025-01-03 04:31:36,0.1284722222222222,ROLLfast Industrial 300,intensive,High Speed Door,47.21745593544277,64,19.059496708430665,27.3,0,0,Inspection,3
INC-I-IN-000243-2240,I-IN-000243,2025-01-03 07:36:36,0.22387731481481482,ROLLfast Industrial 300,intensive,High Speed Door,47.200980392156865,59,19.008504901960784,27.22,0,0,Inspection,3
INC-I-IN-000243-2090,I-IN-000243,2025-01-03 12:58:59,0.1659837962962963,ROLLfast Industrial 300,intensive,High Speed Door,47.24142661179698,62,19.173058984910835,26.63,0,0,Inspection,3
INC-I-IN-000243-2223,I-IN-000243,2025-01-03 16:58:00,,ROLLfast Industrial 300,intensive,High Speed Door,47.40950920245399,59,19.069294478527606,25.89,0,0,Inspection,3
INC-I-IN-000244-342,I-IN-000244,2025-01-01 09:37:30,0.2755787037037037,ROLLfast Industrial 300,intensive,High Speed Door,47.074824629773964,59,19.030405300077945,23.25,0,0,Preventive,1
INC-I-IN-000244-246,I-IN-000244,2025-01-01 16:14:20,0.2428125,ROLLfast Industrial 300,intensive,High Speed Door,46.998806682577566,64,18.90807875894988,25.77,0,0,Preventive,1
INC-I-IN-000244-5,I-IN-000244,2025-01-01 22:03:59,0.6507523148148148,ROLLfast Industrial 300,intensive,High Speed Door,46.94861111111111,61,18.928416666666667,27.66,0,0,Preventive,1
INC-I-IN-000244-973,I-IN-000244,2025-01-02 13:41:04,0.7420949074074074,ROLLfast Industrial 300,intensive,High Speed Door,47.03796251802018,63,19.0502931283037,26.74,0,0,Preventive,1
INC-I-IN-000244-2022,I-IN-000244,2025-01-03 07:29:41,,ROLLfast Industrial 300,intensive,High Speed Door,47.06705426356589,59,19.021682170542636,26.46,0,0,Preventive,1
INC-I-IN-000245-16,I-IN-000245,2025-01-01 06:03:56,0.5134953703703704,ROLLfast Industrial 300,intensive,High Speed Door,47.112418300653594,59,19.001372549019607,23.0,0,0,Inspection,2
INC-I-IN-000245-642,I-IN-000245,2025-01-01 18:23:22,1.6865277777777778,ROLLfast Industrial 300,intensive,High Speed Door,47.06639722863741,59,18.97157621247113,26.95,0,0,Inspection,2
INC-I-IN-000245-1889,I-IN-000245,2025-01-03 10:51:58,,ROLLfast Industrial 300,intensive,High Speed Door,47.01196126827416,59,19.04236947028669,25.07,0,0,Inspection,2
INC-I-IT-000120-470,I-IT-000120,2025-01-03 07:15:10,0.40152777777777776,ROLLfast Industrial 300,moderate,Standard Dock,47.02125215393452,59,18.978598506605397,23.0,0,0,Preventive,0
INC-I-IT-000120-468,I-IT-000120,2025-01-03 16:53:22,,ROLLfast Industrial 300,moderate,Standard Dock,47.02153846153846,64,18.99775384615385,26.79,0,0,Preventive,0
INC-I-IT-000121-343,I-IT-000121,2025-01-02 20:08:38,0.0010416666666666667,ROLLfast Industrial 300,moderate,Standard Dock,46.95439074200136,59,19.125582028590877,23.11,0,0,Major Repair,4
INC-I-IT-000121-345,I-IT-000121,2025-01-02 20:10:08,0.33133101851851854,ROLLfast Industrial 300,moderate,Standard Dock,52.2,57,26.25,28.0,0,0,Major Repair,4
INC-I-IT-000121-492,I-IT-000121,2025-01-03 04:07:15,,ROLLfast Industrial 300,moderate,Standard Dock,47.44709897610922,61,19.147474402730378,24.14,0,0,Major Repair,4
INC-I-IT-000123-104,I-IT-000123,2025-01-01 11:43:27,1.470775462962963,ROLLfast Industrial 300,moderate,Standard Dock,47.3094688221709,59,19.150046189376443,23.81,0,0,Preventive,1
INC-I-IT-000123-283,I-IT-000123,2025-01-02 23:01:22,,ROLLfast Industrial 300,moderate,Standard Dock,46.92442396313364,64,19.05785253456221,25.7,0,0,Preventive,1
INC-I-IT-000124-357,I-IT-000124,2025-01-02 02:15:32,0.03611111111111111,ROLLfast Industrial 300,moderate,Standard Dock,47.32008154943935,59,18.95572884811417,27.4,0,0,Inspection,2
INC-I-IT-000124-313,I-IT-000124,2025-01-02 03:07:32,,ROLLfast Industrial 300,moderate,Standard Dock,46.416666666666664,60,20.515,26.74,0,0,Inspection,2
INC-I-IT-000125-500,I-IT-000125,2025-01-03 13:08:56,,ROLLfast Industrial 300,moderate,Standard Dock,47.21834061135371,61,19.10343522561863,25.04,0,0,Inspection,2
INC-I-IT-000126-57,I-IT-000126,2025-01-01 02:29:33,0.9685416666666666,ROLLfast Industrial 300,moderate,Standard Dock,46.405797101449274,65,18.832608695652176,22.96,0,0,Corrective,5
INC-I-IT-000126-228,I-IT-000126,2025-01-02 01:44:15,1.8775,ROLLfast Industrial 300,moderate,Standard Dock,46.763440860215056,63,19.07885752688172,26.65,0,0,Corrective,5
INC-I-IT-000126-520,I-IT-000126,2025-01-03 22:47:51,,ROLLfast Industrial 300,moderate,Standard Dock,47.01522491349481,62,19.122553633217994,27.73,0,0,Corrective,5
INC-I-IT-000127-605,I-IT-000127,2025-01-01 03:12:43,0.30137731481481483,ROLLfast Industrial 300,intensive,High Speed Door,46.666666666666664,59,18.861357285429143,26.82,0,0,Inspection,3
INC-I-IT-000127-141,I-IT-000127,2025-01-01 10:26:42,1.6162037037037038,ROLLfast Industrial 300,intensive,High Speed Door,46.81297297297297,59,19.01176216216216,27.32,0,0,Inspection,3
INC-I-IT-000127-2308,I-IT-000127,2025-01-03 01:14:02,0.45795138888888887,ROLLfast Industrial 300,intensive,High Speed Door,46.99167850619038,62,18.956310127866857,25.29,0,0,Inspection,3
INC-I-IT-000127-1983,I-IT-000127,2025-01-03 12:13:29,0.06108796296296296,ROLLfast Industrial 300,intensive,High Speed Door,47.13493800145879,63,18.92212983223924,23.26,0,0,Inspection,3
INC-I-IT-000127-2196,I-IT-000127,2025-01-03 13:41:27,0.3386342592592593,ROLLfast Industrial 300,intensive,High Speed Door,46.83529411764706,64,19.413098039215686,24.68,0,0,Inspection,3
INC-I-IT-000127-1926,I-IT-000127,2025-01-03 21:49:05,,ROLLfast Industrial 300,intensive,High Speed Door,46.957873620862586,63,19.006318956870615,26.6,0,0,Inspection,3
INC-I-IT-000128-618,I-IT-000128,2025-01-01 08:20:01,0.2634375,ROLLfast Industrial 300,intensive,High Speed Door,46.65972222222222,59,19.015525793650795,27.41,0,0,Corrective,4
INC-I-IT-000128-544,I-IT-000128,2025-01-01 14:39:22,0.8501504629629629,ROLLfast Industrial 300,intensive,High Speed Door,47.02560819462228,61,19.086440460947504,27.45,0,0,Corrective,4
INC-I-IT-000128-777,I-IT-000128,2025-01-02 11:03:35,0.24792824074074074,ROLLfast Industrial 300,intensive,High Speed Door,47.029023746701846,64,18.980203543158687,25.0,0,0,Corrective,4
INC-I-IT-000128-1254,I-IT-000128,2025-01-02 17:00:36,0.5615046296296297,ROLLfast Industrial 300,intensive,High Speed Door,46.86857825567503,61,18.991015531660693,25.83,0,0,Corrective,4
INC-I-IT-000128-2161,I-IT-000128,2025-01-03 06:29:10,0.4366435185185185,ROLLfast Industrial 300,intensive,High Speed Door,47.28367670364501,63,18.973549920760696,27.9,0,0,Corrective,4
INC-I-IT-000128-1893,I-IT-000128,2025-01-03 16:57:56,,ROLLfast Industrial 300,intensive,High Speed Door,46.708045977011494,62,19.010038314176246,26.65,0,0,Corrective,4
INC-I-IT-000129-451,I-IT-000129,2025-01-01 02:21:54,0.06266203703703704,ROLLfast Industrial 300,intensive,High Speed Door,46.892351274787536,59,19.044390934844195,22.99,0,0,Corrective,4
INC-I-IT-000129-632,I-IT-000129,2025-01-01 03:52:08,1.6917476851851851,ROLLfast Industrial 300,intensive,High Speed Door,46.327586206896555,59,18.742155172413796,27.97,0,0,Corrective,4
INC-I-IT-000129-1598,I-IT-000129,2025-01-02 20:28:15,,ROLLfast Industrial 300,intensive,High Speed Door,47.005168912682294,62,18.989822780136606,26.13,0,0,Corrective,4
INC-I-IT-000130-871,I-IT-000130,2025-01-02 06:32:23,0.16447916666666668,ROLLfast Industrial 300,intensive,High Speed Door,46.93495121341006,64,19.021901426069554,23.0,0,0,Corrective,5
INC-I-IT-000130-1029,I-IT-000130,2025-01-02 10:29:14,0.3900462962962963,ROLLfast Industrial 300,intensive,High Speed Door,47.37676056338028,59,19.183080985915495,25.98,0,0,Corrective,5
INC-I-IT-000130-1427,I-IT-000130,2025-01-02 19:50:54,,ROLLfast Industrial 300,intensive,High Speed Door,47.04658634538153,64,18.971759036144583,26.63,0,0,Corrective,5
INC-I-JP-000330-18,I-JP-000330,2025-01-01 07:21:33,0.29140046296296296,ROLLfast Industrial 300,moderate,Standard Dock,47.49767441860465,59,18.888232558139535,27.52,0,0,Preventive,2
INC-I-JP-000330-203,I-JP-000330,2025-01-01 14:21:10,1.9403240740740741,ROLLfast Industrial 300,moderate,Standard Dock,46.76131687242798,65,18.990946502057618,27.57,0,0,Preventive,2
INC-I-JP-000330-516,I-JP-000330,2025-01-03 12:55:14,,ROLLfast Industrial 300,moderate,Standard Dock,46.85788449059053,65,19.008591823491237,27.33,0,0,Preventive,2
INC-I-JP-000331-231,I-JP-000331,2025-01-02 00:45:40,1.0198148148148147,ROLLfast Industrial 300,moderate,Standard Dock,47.183079056865466,59,19.066047156726768,23.47,0,0,Preventive,1
INC-I-JP-000331-530,I-JP-000331,2025-01-03 01:14:12,,ROLLfast Industrial 300,moderate,Standard Dock,47.10866752910737,59,18.96895213454075,26.86,0,0,Preventive,1
INC-I-JP-000333-46,I-JP-000333,2025-01-01 02:28:19,1.3196296296296297,ROLLfast Industrial 300,moderate,Standard Dock,44.6231884057971,59,19.887536231884056,23.98,0,0,Corrective,4
INC-I-JP-000333-284,I-JP-000333,2025-01-02 10:08:35,0.11951388888888889,ROLLfast Industrial 300,moderate,Standard Dock,47.00380228136882,59,19.101967680608364,26.78,0,0,Corrective,4
INC-I-JP-000333-215,I-JP-000333,2025-01-02 13:00:41,0.7540277777777777,ROLLfast Industrial 300,moderate,Standard Dock,47.77647058823529,65,18.977176470588233,27.06,0,0,Corrective,4
INC-I-JP-000333-431,I-JP-000333,2025-01-03 07:06:29,,ROLLfast Industrial 300,moderate,Standard Dock,47.19140625,61,18.99578125,27.98,0,0,Corrective,4
INC-I-JP-000334-228,I-JP-000334,2025-01-02 03:31:21,0.6198263888888889,ROLLfast Industrial 300,moderate,Standard Dock,46.71287128712871,59,18.97004400440044,23.94,0,0,Inspection,1
INC-I-JP-000334-197,I-JP-000334,2025-01-02 18:23:54,,ROLLfast Industrial 300,moderate,Standard Dock,46.88342440801457,64,19.230109289617488,27.87,0,0,Inspection,1
INC-I-JP-000335-233,I-JP-000335,2025-01-01 06:41:50,0.12328703703703704,ROLLfast Industrial 300,intensive,High Speed Door,46.90649064906491,59,18.940946094609462,22.99,0,0,Major Repair,4
INC-I-JP-000335-83,I-JP-000335,2025-01-01 09:39:22,0.0713425925925926,ROLLfast Industrial 300,intensive,High Speed Door,46.654017857142854,63,19.131964285714286,25.67,0,0,Major Repair,4
INC-I-JP-000335-4,I-JP-000335,2025-01-01 11:22:06,0.3607638888888889,ROLLfast Industrial 300,intensive,High Speed Door,47.873303167420815,63,19.12619909502262,27.73,0,0,Major Repair,4
INC-I-JP-000335-747,I-JP-000335,2025-01-01 20:01:36,0.2355787037037037,ROLLfast Industrial 300,intensive,High Speed Door,46.79114452798663,64,19.085547201336677,24.84,0,0,Major Repair,4
INC-I-JP-000335-1074,I-JP-000335,2025-01-02 01:40:50,0.29444444444444445,ROLLfast Industrial 300,intensive,High Speed Door,47.126422250316054,59,19.07619469026549,27.89,0,0,Major Repair,4
INC-I-JP-000335-892,I-JP-000335,2025-01-02 08:44:50,0.2812037037037037,ROLLfast Industrial 300,intensive,High Speed Door,46.75689479060266,62,19.029509703779365,27.04,0,0,Major Repair,4
INC-I-JP-000335-1621,I-JP-000335,2025-01-02 15:29:46,1.0743634259259258,ROLLfast Industrial 300,intensive,High Speed Door,47.17282608695652,62,19.02204347826087,27.79,0,0,Major Repair,4
INC-I-JP-000335-1936,I-JP-000335,2025-01-03 17:16:51,,ROLLfast Industrial 300,intensive,High Speed Door,47.076112412177984,59,18.95981850117096,25.68,0,0,Major Repair,4
INC-I-JP-000336-37,I-JP-000336,2025-01-01 13:43:45,0.49918981481481484,ROLLfast Industrial 300,intensive,High Speed Door,46.85172212492703,59,19.092002335084647,24.0,0,0,Inspection,3
INC-I-JP-000336-768,I-JP-000336,2025-01-02 01:42:35,0.8302546296296296,ROLLfast Industrial 300,intensive,High Speed Door,46.90472972972973,61,18.990277027027027,27.52,0,0,Inspection,3
INC-I-JP-000336-756,I-JP-000336,2025-01-02 21:38:09,,ROLLfast Industrial 300,intensive,High Speed Door,47.15863914373089,64,19.108100152905198,27.54,0,0,Inspection,3
INC-I-JP-000337-770,I-JP-000337,2025-01-01 10:28:18,0.4144791666666667,ROLLfast Industrial 300,intensive,High Speed Door,46.932461873638346,59,19.00636165577342,27.97,0,0,Corrective,5
INC-I-JP-000337-226,I-JP-000337,2025-01-01 20:25:09,0.500162037037037,ROLLfast Industrial 300,intensive,High Speed Door,46.77542372881356,62,18.99951271186441,26.35,0,0,Corrective,5
INC-I-JP-000337-912,I-JP-000337,2025-01-02 08:25:23,0.1178125,ROLLfast Industrial 300,intensive,High Speed Door,46.90570570570571,63,19.101153153153156,27.65,0,0,Corrective,5
INC-I-JP-000337-1257,I-JP-000337,2025-01-02 11:15:02,1.478599537037037,ROLLfast Industrial 300,intensive,High Speed Door,47.20061728395062,59,19.27598765432099,27.39,0,0,Corrective,5
INC-I-JP-000337-1805,I-JP-000337,2025-01-03 22:44:13,,ROLLfast Industrial 300,intensive,High Speed Door,47.141809290953546,65,19.02900162999185,27.87,0,0,Corrective,5
INC-I-MA-000210-776,I-MA-000210,2025-01-01 18:44:15,0.33792824074074074,ROLLfast Industrial 300,intensive,High Speed Door,47.12639867384998,59,18.952043099875674,27.39,0,0,Major Repair,4
INC-I-MA-000210-1412,I-MA-000210,2025-01-02 02:50:52,0.3861111111111111,ROLLfast Industrial 300,intensive,High Speed Door,46.67798085291558,63,19.088363794604003,27.27,0,0,Major Repair,4
INC-I-MA-000210-1381,I-MA-000210,2025-01-02 12:06:52,1.1564467592592593,ROLLfast Industrial 300,intensive,High Speed Door,46.887123745819395,62,19.07163043478261,23.19,0,0,Major Repair,4
INC-I-MA-000210-2134,I-MA-000210,2025-01-03 15:52:09,,ROLLfast Industrial 300,intensive,High Speed Door,46.95086862106406,64,19.06346634093377,27.74,0,0,Major Repair,4
INC-I-MX-000439-74,I-MX-000439,2025-01-01 03:37:32,1.9434722222222223,ROLLfast Industrial 300,moderate,Standard Dock,47.38202247191011,59,19.230898876404495,23.0,0,0,Inspection,1
INC-I-MX-000439-462,I-MX-000439,2025-01-03 02:16:08,,ROLLfast Industrial 300,moderate,Standard Dock,46.901147959183675,64,19.04579719387755,26.04,0,0,Inspection,1
INC-I-MX-000440-469,I-MX-000440,2025-01-03 09:10:36,,ROLLfast Industrial 300,moderate,Standard Dock,46.852680895366994,60,18.94163977095263,23.62,0,0,Inspection,2
INC-I-MX-000441-226,I-MX-000441,2025-01-01 00:34:44,0.6365509259259259,ROLLfast Industrial 300,moderate,Standard Dock,46.15151515151515,59,19.370303030303027,22.44,0,0,Inspection,1
INC-I-MX-000441-185,I-MX-000441,2025-01-01 15:51:22,,ROLLfast Industrial 300,moderate,Standard Dock,46.884007029876976,64,19.21384885764499,25.77,0,0,Inspection,1
INC-I-MX-000442-199,I-MX-000442,2025-01-01 19:48:42,0.9145833333333333,ROLLfast Industrial 300,moderate,Standard Dock,46.56548536209553,63,19.120369799691833,27.11,0,0,Preventive,1
INC-I-MX-000442-370,I-MX-000442,2025-01-02 17:45:42,,ROLLfast Industrial 300,moderate,Standard Dock,47.38705583756345,64,19.03044416243655,26.02,0,0,Preventive,1
INC-I-MX-000443-205,I-MX-000443,2025-01-02 04:47:04,1.0106134259259258,ROLLfast Industrial 300,moderate,Standard Dock,47.443729903536976,65,18.89304394426581,23.23,0,0,Corrective,4
INC-I-MX-000443-479,I-MX-000443,2025-01-03 05:02:21,,ROLLfast Industrial 300,moderate,Standard Dock,46.91037131882202,61,18.99641485275288,27.65,0,0,Corrective,4
INC-I-MX-000444-291,I-MX-000444,2025-01-01 17:36:37,0.13376157407407407,ROLLfast Industrial 300,intensive,High Speed Door,46.80525635501939,59,19.01240413614821,23.0,0,0,Major Repair,7
INC-I-MX-000444-477,I-MX-000444,2025-01-01 20:49:14,0.29354166666666665,ROLLfast Industrial 300,intensive,High Speed Door,47.2953995157385,60,19.040217917675545,25.84,0,0,Major Repair,7
INC-I-MX-000444-1308,I-MX-000444,2025-01-02 03:51:56,0.4521296296296296,ROLLfast Industrial 300,intensive,High Speed Door,47.00536480686695,65,19.015579399141632,27.54,0,0,Major Repair,7
INC-I-MX-000444-1072,I-MX-000444,2025-01-02 14:43:00,0.6241550925925926,ROLLfast Industrial 300,intensive,High Speed Door,47.23520818115413,65,19.025507669831995,25.23,0,0,Major Repair,7
INC-I-MX-000444-2287,I-MX-000444,2025-01-03 05:41:47,,ROLLfast Industrial 300,intensive,High Speed Door,46.81481481481482,59,19.045716374269006,25.71,0,0,Major Repair,7
INC-I-MX-000445-500,I-MX-000445,2025-01-01 01:59:00,0.048622685185185185,ROLLfast Industrial 300,intensive,High Speed Door,47.60408163265306,62,18.746938775510205,25.9,0,0,Corrective,4
INC-I-MX-000445-170,I-MX-000445,2025-01-01 03:09:01,1.1399768518518518,ROLLfast Industrial 300,intensive,High Speed Door,48.28484848484848,64,19.211151515151514,27.36,0,0,Corrective,4
INC-I-MX-000445-1485,I-MX-000445,2025-01-02 06:30:35,,ROLLfast Industrial 300,intensive,High Speed Door,46.91183879093199,63,18.964480828435487,27.74,0,0,Corrective,4
INC-I-MX-000446-765,I-MX-000446,2025-01-01 14:39:06,,ROLLfast Industrial 300,intensive,High Speed Door,47.10566615620215,61,19.07799387442573,27.65,0,0,Preventive,0
INC-I-MX-000447-1046,I-MX-000447,2025-01-02 01:43:55,1.6216782407407409,ROLLfast Industrial 300,intensive,High Speed Door,47.07271686229602,59,19.00731749212711,23.0,0,0,Corrective,5
INC-I-MX-000447-1741,I-MX-000447,2025-01-03 16:39:08,0.024606481481481483,ROLLfast Industrial 300,intensive,High Speed Door,47.07104761904762,59,18.988051428571428,24.37,0,0,Corrective,5
INC-I-MX-000447-1826,I-MX-000447,2025-01-03 17:14:34,,ROLLfast Industrial 300,intensive,High Speed Door,48.54929577464789,64,19.116901408450705,25.79,0,0,Corrective,5
INC-I-PL-000182-257,I-PL-000182,2025-01-02 23:35:28,,ROLLfast Industrial 300,moderate,Standard Dock,47.01098230628432,59,19.0014399023795,27.57,0,0,Preventive,1
INC-I-PL-000185-108,I-PL-000185,2025-01-01 14:17:03,0.08574074074074074,ROLLfast Industrial 300,intensive,High Speed Door,47.18978102189781,60,18.967052217855137,23.02,0,0,Corrective,4
INC-I-PL-000185-470,I-PL-000185,2025-01-01 16:20:31,0.8502083333333333,ROLLfast Industrial 300,intensive,High Speed Door,46.88811188811189,65,19.141783216783217,27.68,0,0,Corrective,4
INC-I-PL-000185-812,I-PL-000185,2025-01-02 12:44:49,0.3149652777777778,ROLLfast Industrial 300,intensive,High Speed Door,47.183271375464685,64,19.060007434944236,27.35,0,0,Corrective,4
INC-I-PL-000185-1541,I-PL-000185,2025-01-02 20:18:22,0.09399305555555555,ROLLfast Industrial 300,intensive,High Speed Door,46.56499488229273,61,18.983480040941657,24.33,0,0,Corrective,4
INC-I-PL-000185-1466,I-PL-000185,2025-01-02 22:33:43,0.03729166666666667,ROLLfast Industrial 300,intensive,High Speed Door,47.19303797468354,63,19.02636075949367,25.52,0,0,Corrective,4
INC-I-PL-000185-935,I-PL-000185,2025-01-02 23:27:25,0.8646296296296296,ROLLfast Industrial 300,intensive,High Speed Door,46.743589743589745,64,19.016581196581193,24.97,0,0,Corrective,4
INC-I-PL-000185-2204,I-PL-000185,2025-01-03 20:12:29,,ROLLfast Industrial 300,intensive,High Speed Door,46.91679331306991,60,18.96672492401216,25.96,0,0,Corrective,4
INC-I-PL-000186-387,I-PL-000186,2025-01-01 09:41:35,0.49092592592592593,ROLLfast Industrial 300,intensive,High Speed Door,47.49342681858019,59,19.05296231375986,22.99,0,0,Inspection,3
INC-I-PL-000186-46,I-PL-000186,2025-01-01 21:28:31,0.22972222222222222,ROLLfast Industrial 300,intensive,High Speed Door,47.12714558169104,62,18.99456452638271,27.31,0,0,Inspection,3
INC-I-PL-000186-1486,I-PL-000186,2025-01-02 02:59:19,0.4060300925925926,ROLLfast Industrial 300,intensive,High Speed Door,46.76636904761905,59,19.084806547619046,24.99,0,0,Inspection,3
INC-I-PL-000186-1295,I-PL-000186,2025-01-02 12:44:00,0.5865046296296297,ROLLfast Industrial 300,intensive,High Speed Door,47.272006344171295,65,19.07482950039651,27.7,0,0,Inspection,3
INC-I-PL-000186-2048,I-PL-000186,2025-01-03 02:48:34,0.3070601851851852,ROLLfast Industrial 300,intensive,High Speed Door,46.8755930416447,64,18.92867158671587,24.04,0,0,Inspection,3
INC-I-PL-000186-1605,I-PL-000186,2025-01-03 10:10:44,0.0983912037037037,ROLLfast Industrial 300,intensive,High Speed Door,47.2781875658588,64,18.971580611169657,27.08,0,0,Inspection,3
INC-I-PL-000186-2208,I-PL-000186,2025-01-03 12:32:25,,ROLLfast Industrial 300,intensive,High Speed Door,46.775735294117645,63,19.048014705882352,25.95,0,0,Inspection,3
INC-I-PT-000172-359,I-PT-000172,2025-01-02 22:44:51,0.16914351851851853,ROLLfast Industrial 300,moderate,Standard Dock,47.02446877012235,63,19.12319381841597,24.55,0,0,Preventive,1
INC-I-PT-000172-460,I-PT-000172,2025-01-03 02:48:25,0.5066087962962963,ROLLfast Industrial 300,moderate,Standard Dock,47.98620689655172,61,19.05620689655172,27.47,0,0,Preventive,1
INC-I-PT-000172-478,I-PT-000172,2025-01-03 14:57:56,,ROLLfast Industrial 300,moderate,Standard Dock,47.5025,59,18.961100000000002,26.97,0,0,Preventive,1
INC-I-PT-000173-297,I-PT-000173,2025-01-02 03:34:18,1.2444560185185185,ROLLfast Industrial 300,moderate,Standard Dock,46.79113185530922,59,18.90514585764294,23.0,0,0,Preventive,1
INC-I-PT-000173-492,I-PT-000173,2025-01-03 09:26:19,,ROLLfast Industrial 300,moderate,Standard Dock,46.807,64,18.991139999999998,26.39,0,0,Preventive,1
INC-I-PT-000174-740,I-PT-000174,2025-01-01 00:02:03,0.6043171296296296,ROLLfast Industrial 300,intensive,High Speed Door,47.916666666666664,63,19.286666666666665,24.58,0,0,Corrective,4
INC-I-PT-000174-159,I-PT-000174,2025-01-01 14:32:16,0.2115277777777778,ROLLfast Industrial 300,intensive,High Speed Door,46.80929989550679,59,18.985041797283174,26.21,0,0,Corrective,4
INC-I-PT-000174-381,I-PT-000174,2025-01-01 19:36:52,0.36342592592592593,ROLLfast Industrial 300,intensive,High Speed Door,47.271341463414636,63,18.915198170731706,23.03,0,0,Corrective,4
INC-I-PT-000174-1429,I-PT-000174,2025-01-02 04:20:12,0.24145833333333333,ROLLfast Industrial 300,intensive,High Speed Door,47.44516129032258,61,19.109620967741936,27.75,0,0,Corrective,4
INC-I-PT-000174-1088,I-PT-000174,2025-01-02 10:07:54,0.24787037037037038,ROLLfast Industrial 300,intensive,High Speed Door,46.78791946308725,64,19.041046979865772,26.34,0,0,Corrective,4
INC-I-PT-000174-1531,I-PT-000174,2025-01-02 16:04:50,0.14353009259259258,ROLLfast Industrial 300,intensive,High Speed Door,46.72554347826087,60,19.03339673913044,27.25,0,0,Corrective,4
INC-I-PT-000174-1187,I-PT-000174,2025-01-02 19:31:31,0.25077546296296294,ROLLfast Industrial 300,intensive,High Speed Door,47.306748466257666,59,19.079815950920242,25.22,0,0,Corrective,4
INC-I-PT-000174-1666,I-PT-000174,2025-01-03 01:32:38,0.4774421296296296,ROLLfast Industrial 300,intensive,High Speed Door,47.38029782359679,65,18.942107674684994,24.97,0,0,Corrective,4
INC-I-PT-000174-2037,I-PT-000174,2025-01-03 13:00:09,0.06959490740740741,ROLLfast Industrial 300,intensive,High Speed Door,47.14661134163209,63,18.98744813278008,25.81,0,0,Corrective,4
INC-I-PT-000174-2213,I-PT-000174,2025-01-03 14:40:22,,ROLLfast Industrial 300,intensive,High Speed Door,47.61619718309859,65,19.04605633802817,27.87,0,0,Corrective,4
INC-I-TR-000195-343,I-TR-000195,2025-01-02 09:40:02,0.8064583333333334,ROLLfast Industrial 300,moderate,Standard Dock,47.10301263362488,59,18.929951409135082,26.86,0,0,Inspection,1
INC-I-TR-000195-566,I-TR-000195,2025-01-03 05:01:20,,ROLLfast Industrial 300,moderate,Standard Dock,46.820809248554916,65,19.08606936416185,27.56,0,0,Inspection,1
INC-I-TR-000196-133,I-TR-000196,2025-01-01 17:13:09,0.7457754629629629,ROLLfast Industrial 300,moderate,Standard Dock,46.83509833585477,59,18.925809379727685,23.65,0,0,Preventive,2
INC-I-TR-000196-429,I-TR-000196,2025-01-02 11:07:04,,ROLLfast Industrial 300,moderate,Standard Dock,46.833333333333336,65,19.034583333333337,27.86,0,0,Preventive,2
INC-I-TR-000197-371,I-TR-000197,2025-01-02 19:19:30,,ROLLfast Industrial 300,moderate,Standard Dock,47.08187543736879,59,19.024135759272216,22.99,0,0,Inspection,3
INC-I-TR-000199-913,I-TR-000199,2025-01-02 06:06:05,0.42929398148148146,ROLLfast Industrial 300,intensive,High Speed Door,47.16222760290557,59,18.983185364541296,26.5,0,0,Corrective,4
INC-I-TR-000199-1317,I-TR-000199,2025-01-02 16:24:16,0.33003472222222224,ROLLfast Industrial 300,intensive,High Speed Door,46.66340782122905,59,18.996340782122907,27.38,0,0,Corrective,4
INC-I-TR-000199-1790,I-TR-000199,2025-01-03 00:19:31,,ROLLfast Industrial 300,intensive,High Speed Door,47.3393536121673,61,18.909001901140684,25.27,0,0,Corrective,4
INC-I-TR-000200-536,I-TR-000200,2025-01-01 15:44:54,0.18363425925925925,ROLLfast Industrial 300,intensive,High Speed Door,47.166268514094604,59,18.936010511227906,24.19,0,0,Major Repair,7
INC-I-TR-000200-256,I-TR-000200,2025-01-01 20:09:20,0.39577546296296295,ROLLfast Industrial 300,intensive,High Speed Door,47.3312,63,19.10616,27.36,0,0,Major Repair,7
INC-I-TR-000200-1115,I-TR-000200,2025-01-02 05:39:15,0.5672800925925926,ROLLfast Industrial 300,intensive,High Speed Door,46.93872741555381,59,19.009363707776906,27.98,0,0,Major Repair,7
INC-I-TR-000200-811,I-TR-000200,2025-01-02 19:16:08,1.0441203703703703,ROLLfast Industrial 300,intensive,High Speed Door,46.841169724770644,59,18.908371559633025,24.83,0,0,Major Repair,7
INC-I-TR-000200-2167,I-TR-000200,2025-01-03 20:19:40,,ROLLfast Industrial 300,intensive,High Speed Door,47.04185762297586,60,19.03511151848457,27.05,0,0,Major Repair,7
INC-I-TR-000201-653,I-TR-000201,2025-01-01 02:58:56,0.5385648148148148,ROLLfast Industrial 300,intensive,High Speed Door,47.044444444444444,59,19.162585858585857,23.18,0,0,Inspection,2
INC-I-TR-000201-179,I-TR-000201,2025-01-01 15:54:28,0.2432175925925926,ROLLfast Industrial 300,intensive,High Speed Door,47.16376892877173,61,19.0157599551318,27.15,0,0,Inspection,2
