incident_id,timestamp,door_id,country_id,door_type,usage_scenario,installation_environment,customer_type,context_criticality_id,alert_type_id
INC-I-DE-000095-1387,2025-01-02 06:16:31,I-DE-000095,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-I-DE-000095-1793,2025-01-03 16:54:54,I-DE-000095,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-DE-000095-1873,2025-01-03 00:34:22,I-DE-000095,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-I-DE-000096-154,2025-01-01 02:23:57,I-DE-000096,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-DE-000096-221,2025-01-01 15:51:30,I-DE-000096,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-DE-000096-1358,2025-01-02 11:59:38,I-DE-000096,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-I-DE-000097-123,2025-01-01 08:41:10,I-DE-000097,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-DE-000097-245,2025-01-01 22:14:29,I-DE-000097,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-DE-000097-369,2025-01-01 03:46:11,I-DE-000097,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-I-DE-000097-416,2025-01-01 00:59:12,I-DE-000097,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-DE-000097-655,2025-01-01 19:03:49,I-DE-000097,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-DE-000097-1795,2025-01-03 13:21:03,I-DE-000097,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-DE-000097-2204,2025-01-03 18:05:39,I-DE-000097,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-DE-000098-138,2025-01-01 00:02:06,I-DE-000098,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-DE-000098-614,2025-01-01 07:16:37,I-DE-000098,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-DE-000098-1363,2025-01-02 03:25:27,I-DE-000098,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-I-DE-000098-1860,2025-01-03 23:54:02,I-DE-000098,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-I-DE-000098-2201,2025-01-03 03:45:19,I-DE-000098,DE,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-G-DE-000106-105,2025-01-02 00:53:22,G-DE-000106,DE,ECOline Home,moderate,Community,B2C,CC05,AT07
INC-P-IT-000111-327,2025-01-03 21:07:49,P-IT-000111,IT,ECOline Pedestrian,low,Office,B2B,CC01,AT09
INC-P-IT-000112-51,2025-01-01 21:35:32,P-IT-000112,IT,ECOline Pedestrian,low,Office,B2B,CC01,AT01
INC-P-IT-000114-1340,2025-01-02 21:19:27,P-IT-000114,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-P-IT-000114-1599,2025-01-03 04:55:18,P-IT-000114,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-P-IT-000114-2008,2025-01-03 00:18:35,P-IT-000114,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-IT-000115-96,2025-01-01 14:02:34,P-IT-000115,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-P-IT-000115-444,2025-01-01 07:16:08,P-IT-000115,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT03
INC-P-IT-000115-445,2025-01-01 00:17:45,P-IT-000115,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-P-IT-000115-636,2025-01-01 07:01:49,P-IT-000115,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT03
INC-P-IT-000115-1127,2025-01-02 18:18:46,P-IT-000115,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-P-IT-000115-1259,2025-01-02 11:38:47,P-IT-000115,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-P-IT-000115-1421,2025-01-02 19:38:46,P-IT-000115,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-P-IT-000115-2075,2025-01-03 23:11:50,P-IT-000115,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-P-IT-000115-2094,2025-01-03 07:00:10,P-IT-000115,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT03
INC-P-IT-000116-89,2025-01-01 01:27:06,P-IT-000116,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-P-IT-000116-869,2025-01-02 08:40:17,P-IT-000116,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-IT-000116-1424,2025-01-02 19:06:42,P-IT-000116,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-IT-000116-1484,2025-01-02 16:46:57,P-IT-000116,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT03
INC-P-IT-000116-1554,2025-01-02 23:32:02,P-IT-000116,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-IT-000116-1845,2025-01-03 23:07:20,P-IT-000116,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-IT-000116-2094,2025-01-03 11:06:39,P-IT-000116,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-P-IT-000117-271,2025-01-01 10:52:40,P-IT-000117,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-P-IT-000117-569,2025-01-01 11:25:02,P-IT-000117,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-IT-000117-1358,2025-01-02 10:51:36,P-IT-000117,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-IT-000117-1955,2025-01-03 04:23:15,P-IT-000117,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-P-IT-000118-1296,2025-01-02 16:38:26,P-IT-000118,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-IT-000118-1676,2025-01-03 17:25:29,P-IT-000118,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-IT-000118-2311,2025-01-03 16:52:42,P-IT-000118,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-P-IT-000119-290,2025-01-01 08:38:18,P-IT-000119,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-P-IT-000119-527,2025-01-01 16:34:26,P-IT-000119,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-IT-000119-925,2025-01-02 00:59:51,P-IT-000119,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-P-IT-000119-1224,2025-01-02 18:11:12,P-IT-000119,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-IT-000119-1795,2025-01-03 13:44:33,P-IT-000119,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-IT-000119-2051,2025-01-03 05:36:39,P-IT-000119,IT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-I-IT-000120-468,2025-01-03 16:53:22,I-IT-000120,IT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT06
INC-I-IT-000120-470,2025-01-03 07:15:10,I-IT-000120,IT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT06
INC-I-IT-000121-343,2025-01-02 20:08:38,I-IT-000121,IT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT05
INC-I-IT-000121-345,2025-01-02 20:10:08,I-IT-000121,IT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT06
INC-I-IT-000121-492,2025-01-03 04:07:15,I-IT-000121,IT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT05
INC-I-IT-000123-104,2025-01-01 11:43:27,I-IT-000123,IT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT06
INC-I-IT-000123-283,2025-01-02 23:01:22,I-IT-000123,IT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT09
INC-I-IT-000124-313,2025-01-02 03:07:32,I-IT-000124,IT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT05
INC-I-IT-000124-357,2025-01-02 02:15:32,I-IT-000124,IT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT06
INC-I-IT-000125-500,2025-01-03 13:08:56,I-IT-000125,IT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT09
INC-I-IT-000126-57,2025-01-01 02:29:33,I-IT-000126,IT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT06
INC-I-IT-000126-228,2025-01-02 01:44:15,I-IT-000126,IT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT03
INC-I-IT-000126-520,2025-01-03 22:47:51,I-IT-000126,IT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT03
INC-I-IT-000127-141,2025-01-01 10:26:42,I-IT-000127,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-I-IT-000127-605,2025-01-01 03:12:43,I-IT-000127,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-IT-000127-1926,2025-01-03 21:49:05,I-IT-000127,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-IT-000127-1983,2025-01-03 12:13:29,I-IT-000127,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-IT-000127-2196,2025-01-03 13:41:27,I-IT-000127,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-IT-000127-2308,2025-01-03 01:14:02,I-IT-000127,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-IT-000128-544,2025-01-01 14:39:22,I-IT-000128,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-IT-000128-618,2025-01-01 08:20:01,I-IT-000128,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-IT-000128-777,2025-01-02 11:03:35,I-IT-000128,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-IT-000128-1254,2025-01-02 17:00:36,I-IT-000128,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-IT-000128-1893,2025-01-03 16:57:56,I-IT-000128,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-IT-000128-2161,2025-01-03 06:29:10,I-IT-000128,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-IT-000129-451,2025-01-01 02:21:54,I-IT-000129,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-I-IT-000129-632,2025-01-01 03:52:08,I-IT-000129,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-IT-000129-1598,2025-01-02 20:28:15,I-IT-000129,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-IT-000130-871,2025-01-02 06:32:23,I-IT-000130,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-IT-000130-1029,2025-01-02 10:29:14,I-IT-000130,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-IT-000130-1427,2025-01-02 19:50:54,I-IT-000130,IT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-G-IT-000134-17,2025-01-02 07:34:06,G-IT-000134,IT,ECOline Home,low,Domestic,B2C,CC05,AT09
INC-G-IT-000138-65,2025-01-02 06:10:12,G-IT-000138,IT,ECOline Home,moderate,Community,B2C,CC05,AT05
INC-G-IT-000139-51,2025-01-02 00:49:29,G-IT-000139,IT,ECOline Home,moderate,Community,B2C,CC05,AT05
INC-P-UK-000141-232,2025-01-03 11:52:26,P-UK-000141,UK,ECOline Pedestrian,low,Office,B2B,CC01,AT02
INC-P-UK-000143-291,2025-01-03 17:54:47,P-UK-000143,UK,ECOline Pedestrian,low,Office,B2B,CC01,AT03
INC-P-UK-000144-38,2025-01-01 09:52:58,P-UK-000144,UK,ECOline Pedestrian,low,Office,B2B,CC01,AT03
INC-P-UK-000144-326,2025-01-03 03:15:51,P-UK-000144,UK,ECOline Pedestrian,low,Office,B2B,CC01,AT02
INC-P-UK-000145-194,2025-01-02 09:03:25,P-UK-000145,UK,ECOline Pedestrian,low,Office,B2B,CC01,AT03
INC-P-UK-000146-815,2025-01-02 09:31:39,P-UK-000146,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-P-UK-000146-1441,2025-01-02 05:50:48,P-UK-000146,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT03
INC-P-UK-000146-1463,2025-01-02 02:39:02,P-UK-000146,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-P-UK-000147-555,2025-01-01 01:02:57,P-UK-000147,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT03
INC-P-UK-000147-1152,2025-01-02 00:41:28,P-UK-000147,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-UK-000147-1292,2025-01-02 02:49:36,P-UK-000147,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-UK-000147-1519,2025-01-02 22:06:12,P-UK-000147,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-P-UK-000147-1602,2025-01-03 11:43:06,P-UK-000147,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT03
INC-P-UK-000147-1934,2025-01-03 18:57:00,P-UK-000147,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-UK-000148-1223,2025-01-02 04:12:53,P-UK-000148,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-UK-000148-2172,2025-01-03 12:20:22,P-UK-000148,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT03
INC-P-UK-000149-1475,2025-01-02 02:15:09,P-UK-000149,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-P-UK-000149-1818,2025-01-03 22:55:29,P-UK-000149,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT03
INC-P-UK-000149-2334,2025-01-03 09:52:16,P-UK-000149,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-P-UK-000149-2343,2025-01-03 03:54:49,P-UK-000149,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-P-UK-000150-437,2025-01-01 14:35:24,P-UK-000150,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-P-UK-000150-638,2025-01-01 09:48:46,P-UK-000150,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-UK-000150-672,2025-01-01 07:09:14,P-UK-000150,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-UK-000150-889,2025-01-02 21:38:22,P-UK-000150,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-UK-000150-1837,2025-01-03 10:42:54,P-UK-000150,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-P-UK-000150-1909,2025-01-03 14:21:11,P-UK-000150,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-UK-000151-329,2025-01-01 21:34:46,P-UK-000151,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT03
INC-P-UK-000151-525,2025-01-01 18:01:12,P-UK-000151,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-P-UK-000151-745,2025-01-01 07:41:51,P-UK-000151,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-P-UK-000151-1173,2025-01-02 16:53:09,P-UK-000151,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-P-UK-000151-1747,2025-01-03 17:54:56,P-UK-000151,UK,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-I-UK-000153-215,2025-01-02 22:06:32,I-UK-000153,UK,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT06
INC-I-UK-000156-466,2025-01-03 06:33:32,I-UK-000156,UK,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT06
INC-I-UK-000156-494,2025-01-03 18:37:59,I-UK-000156,UK,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT03
INC-I-UK-000156-537,2025-01-03 05:03:13,I-UK-000156,UK,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT06
INC-I-UK-000157-831,2025-01-02 02:33:47,I-UK-000157,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-UK-000157-1125,2025-01-02 16:22:23,I-UK-000157,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-UK-000157-1147,2025-01-02 15:29:27,I-UK-000157,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-UK-000157-1342,2025-01-02 00:34:06,I-UK-000157,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-UK-000157-1689,2025-01-03 13:49:31,I-UK-000157,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-I-UK-000157-1834,2025-01-03 16:56:27,I-UK-000157,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-UK-000157-2169,2025-01-03 04:49:31,I-UK-000157,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-UK-000158-38,2025-01-01 04:44:02,I-UK-000158,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-UK-000158-257,2025-01-01 18:34:32,I-UK-000158,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-UK-000158-1993,2025-01-03 23:11:47,I-UK-000158,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-I-UK-000158-2159,2025-01-03 23:47:33,I-UK-000158,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-UK-000159-103,2025-01-01 19:10:37,I-UK-000159,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-UK-000159-845,2025-01-02 00:51:09,I-UK-000159,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-UK-000159-1523,2025-01-03 16:35:24,I-UK-000159,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-I-UK-000159-1791,2025-01-03 23:27:23,I-UK-000159,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-UK-000160-1335,2025-01-02 20:04:53,I-UK-000160,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-UK-000160-1699,2025-01-03 12:32:25,I-UK-000160,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-UK-000160-2053,2025-01-03 19:01:56,I-UK-000160,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-UK-000160-2274,2025-01-03 17:10:06,I-UK-000160,UK,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-G-UK-000164-19,2025-01-02 06:33:05,G-UK-000164,UK,ECOline Home,low,Domestic,B2C,CC05,AT05
INC-P-PT-000170-138,2025-01-02 00:34:36,P-PT-000170,PT,ECOline Pedestrian,low,Office,B2B,CC01,AT09
INC-P-PT-000170-161,2025-01-02 11:54:57,P-PT-000170,PT,ECOline Pedestrian,low,Office,B2B,CC01,AT02
INC-P-PT-000171-19,2025-01-01 09:04:29,P-PT-000171,PT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-P-PT-000171-340,2025-01-01 12:50:29,P-PT-000171,PT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-P-PT-000171-961,2025-01-02 03:04:09,P-PT-000171,PT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT03
INC-P-PT-000171-1442,2025-01-02 22:27:38,P-PT-000171,PT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT03
INC-P-PT-000171-2411,2025-01-03 10:53:39,P-PT-000171,PT,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-I-PT-000172-359,2025-01-02 22:44:51,I-PT-000172,PT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT05
INC-I-PT-000172-460,2025-01-03 02:48:25,I-PT-000172,PT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT03
INC-I-PT-000172-478,2025-01-03 14:57:56,I-PT-000172,PT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT05
INC-I-PT-000173-297,2025-01-02 03:34:18,I-PT-000173,PT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT09
INC-I-PT-000173-492,2025-01-03 09:26:19,I-PT-000173,PT,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT06
INC-I-PT-000174-159,2025-01-01 14:32:16,I-PT-000174,PT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-PT-000174-381,2025-01-01 19:36:52,I-PT-000174,PT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-PT-000174-740,2025-01-01 00:02:03,I-PT-000174,PT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-PT-000174-1088,2025-01-02 10:07:54,I-PT-000174,PT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-PT-000174-1187,2025-01-02 19:31:31,I-PT-000174,PT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-I-PT-000174-1429,2025-01-02 04:20:12,I-PT-000174,PT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-PT-000174-1531,2025-01-02 16:04:50,I-PT-000174,PT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-PT-000174-1666,2025-01-03 01:32:38,I-PT-000174,PT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-PT-000174-2037,2025-01-03 13:00:09,I-PT-000174,PT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-PT-000174-2213,2025-01-03 14:40:22,I-PT-000174,PT,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-P-PL-000178-285,2025-01-03 09:38:39,P-PL-000178,PL,ECOline Pedestrian,low,Office,B2B,CC01,AT03
INC-P-PL-000179-35,2025-01-01 11:32:27,P-PL-000179,PL,ECOline Pedestrian,low,Office,B2B,CC01,AT01
INC-P-PL-000180-394,2025-01-01 09:46:43,P-PL-000180,PL,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-PL-000180-829,2025-01-02 00:28:22,P-PL-000180,PL,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-P-PL-000180-2010,2025-01-03 12:35:57,P-PL-000180,PL,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT03
INC-P-PL-000180-2205,2025-01-03 07:55:49,P-PL-000180,PL,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT03
INC-P-PL-000181-465,2025-01-01 07:47:32,P-PL-000181,PL,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-P-PL-000181-1012,2025-01-02 05:07:52,P-PL-000181,PL,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT01
INC-P-PL-000181-1884,2025-01-03 17:37:47,P-PL-000181,PL,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT09
INC-P-PL-000181-2355,2025-01-03 10:20:38,P-PL-000181,PL,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT02
INC-I-PL-000182-257,2025-01-02 23:35:28,I-PL-000182,PL,ROLLfast Industrial 300,moderate,Standard Dock,B2B,CC03,AT06
INC-I-PL-000185-108,2025-01-01 14:17:03,I-PL-000185,PL,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-PL-000185-470,2025-01-01 16:20:31,I-PL-000185,PL,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-I-PL-000185-812,2025-01-02 12:44:49,I-PL-000185,PL,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-PL-000185-935,2025-01-02 23:27:25,I-PL-000185,PL,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT05
INC-I-PL-000185-1466,2025-01-02 22:33:43,I-PL-000185,PL,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-PL-000185-1541,2025-01-02 20:18:22,I-PL-000185,PL,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-I-PL-000185-2204,2025-01-03 20:12:29,I-PL-000185,PL,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-PL-000186-46,2025-01-01 21:28:31,I-PL-000186,PL,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-PL-000186-387,2025-01-01 09:41:35,I-PL-000186,PL,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-PL-000186-1295,2025-01-02 12:44:00,I-PL-000186,PL,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT03
INC-I-PL-000186-1486,2025-01-02 02:59:19,I-PL-000186,PL,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-PL-000186-1605,2025-01-03 10:10:44,I-PL-000186,PL,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-I-PL-000186-2048,2025-01-03 02:48:34,I-PL-000186,PL,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT09
INC-I-PL-000186-2208,2025-01-03 12:32:25,I-PL-000186,PL,ROLLfast Industrial 300,intensive,High Speed Door,B2B,CC04,AT06
INC-G-PL-000190-41,2025-01-01 06:35:03,G-PL-000190,PL,ECOline Home,moderate,Community,B2C,CC05,AT10
INC-P-TR-000193-267,2025-01-01 02:20:22,P-TR-000193,TR,ECOline Pedestrian,intensive,Retail/Hospital,B2B,CC02,AT03
